date,adjClose,adjHigh,adjLow,adjOpen,adjVolume,close,divCash,high,low,open,splitFactor,volume
28/01/2005,4.699454951,4.699454951,4.601629044,4.613063241,200403200,73.98,0,73.98,72.44,72.62,1,14314500
31/01/2005,4.884943035,4.947831118,4.733122309,4.737568941,420274820,76.9,0,77.89,74.51,74.58,1,30019600
01/02/2005,4.924962724,4.94020832,4.864615574,4.894471533,169598969,77.53,0,77.77,76.58,77.05,1,12114200
02/02/2005,5.058361689,5.076148218,4.935126455,4.948466352,255015855,79.63,0,79.91,77.69,77.9,1,18215400
03/02/2005,4.942749253,5.045657026,4.912258061,5.024694331,182912982,77.81,0,79.43,77.33,79.1,1,13065200
04/02/2005,5.008178269,5.013895367,4.924962724,4.960535782,140889140,78.84,0,78.93,77.53,78.09,1,10063500
07/02/2005,5.014530601,5.04057516,4.923057025,5.013895367,131114331,78.94,0,79.35,77.5,78.93,1,9365300
08/02/2005,5.139036301,5.169527493,5.005002103,5.022788632,222505022,80.9,0,81.38,78.79,79.07,1,15893200
09/02/2005,5.001825937,5.208276716,4.961171015,5.145388633,297864297,78.74,0,81.99,78.1,81,1,21276000
10/02/2005,4.977687077,5.036128528,4.869697439,5.000555471,273255073,78.36,0,79.28,76.66,78.72,1,19518200
11/02/2005,5.158728529,5.193666353,5.014530601,5.072972052,300263900,81.21,0,81.76,78.94,79.86,1,21447400
14/02/2005,5.375978271,5.386142002,5.212088115,5.282598996,317866117,84.63,0,84.79,82.05,83.16,1,22704700
15/02/2005,5.616096407,5.658657029,5.463005215,5.504930604,578054978,88.41,0,89.08,86,86.66,1,41289600
16/02/2005,5.725356512,5.729803144,5.548761692,5.599580345,409811209,90.13,0,90.2,87.35,88.15,1,29272200
17/02/2005,5.577982418,5.772998999,5.555114024,5.758388636,379618779,87.81,0,90.88,87.45,90.65,1,27115600
18/02/2005,5.514459101,5.581158583,5.478886044,5.573535785,290813890,86.81,0,87.86,86.25,87.74,1,20772400
